;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 05.09.2012 20:30:50
;----------------------------------------------

;Address Opcode 	ASM
0x0002       [1]    FLASH_Write_64_SaveINTCON_L0
0x0002       [1]    FLASH_Erase_Write_64_j_L0
0x0002       [2]    memchr_s_L0
0x0002       [2]    strlen_cp_L0
0x0003       [1]    FLASH_Erase_Write_64_SaveINTCON_L0
0x0003       [2]    Ltrim_original_L0
0x0003       [2]    memmove_tt_L0
0x0003       [1]    R3
0x0003       [1]    MM_Init_i_L0
0x0003       [2]    MM_TotalFreeMemSize_Tot_L0
0x0004       [2]    strcat_cp_L0
0x0004       [2]    frexp_pom_L0
0x0004       [2]    strncpy_cp_L0
0x0004       [1]    R4
0x0004       [2]    __Lib_MmcFat16_f16_toInt_l_L0
0x0004       [2]    __Lib_MemManager_MM_GetMemAlign_P_L0
0x0004       [2]    memcpy_ss_L0
0x0004       [2]    strncat_cp_L0
0x0004       [2]    strcpy_cp_L0
0x0005       [1]    MM_TotalFreeMemSize_i_L0
0x0005       [1]    R5
0x0005       [2]    Ltrim_p_L0
0x0005       [2]    memmove_ff_L0
0x0005       [2]    LongWordToHex_input_half_L0
0x0005       [2]    LongIntToHex_input_half_L0
0x0006       [1]    R6
0x0006       [1]    __Lib_MemManager_MM_GetMemAlign_i_L0
0x0007       [1]    R7
0x0007       [1]    __Lib_TFT_16bit_JPEG_GenerateHuffmanTables_bLength_L0
0x0007       [1]    __Lib_TFT_JPEG_GenerateHuffmanTables_bLength_L0
0x0008       [1]    __Lib_TFT_JPEG_GenerateHuffmanTables_bTable_L0
0x0008       [1]    __Lib_TFT_16bit_JPEG_GenerateHuffmanTables_bTable_L0
0x0008       [1]    R8
0x0009       [1]    R9
0x000A       [1]    R10
0x000B       [1]    R11
0x000C       [1]    R12
0x000C       [4]    __Lib_MmcFat16_f16_toLong_l_L0
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x001B       [1]    _f6
0x001C       [1]    _f5
0x001D       [1]    _f3
0x001E       [1]    _f4
0x001F       [2]    _tr2
0x0021       [2]    _tr4
0x0023      [21]    _atc10
0x0038       [2]    _tr3
0x003A       [1]    _f2
0x003B       [2]    _ind
0x003D      [11]    ?lstr4_Button
0x0048       [4]    ?lstr3_Button
0x004C       [1]    _error_counter
0x004D      [12]    ?lstr2_Button
0x0059       [1]    _Flag_For_EEPROM_CONFIG
0x005A       [2]    _tr1
0x005C       [1]    _f1
0x005D       [2]    _eeprom_ind
0x005F       [1]    _FlagforGPSData
0x0060       [1]    _flag_for_NO_CARRIER_check
0x0061       [2]    _tr
0x0063       [2]    _tr5
0x0065      [26]    _atc19
0x007F       [2]    _indGPS
0x0081       [1]    _CNTforConcatanate
0x0082      [13]    _atc4
0x008F       [5]    _atc2
0x0094       [3]    _atc1
0x0097       [1]    _flag_NO_CRRIER
0x0098       [2]    _tr6
0x009A       [4]    _atc11
0x009E       [8]    _atc18
0x00A6      [10]    _atc9
0x00B0      [11]    _atc23
0x00BB       [6]    _atc21
0x00C1      [10]    _atc22
0x00CB       [7]    ?lstr1_Button
0x00D2     [100]    _atc5
0x0136      [50]    _atc17
0x0168      [50]    _atc8
0x019A      [50]    _atc3
0x01CC       [0]    __Lib_Lcd_cmd_status
0x01CD     [200]    _readGPS
0x0295       [4]    _UART_Wr_Ptr
0x0299       [4]    _UART_Tx_Idle_Ptr
0x029D       [4]    _UART_Rd_Ptr
0x02A1       [4]    _UART_Rdy_Ptr
0x02A5      [20]    _plaka
0x02B9    [1024]    _read
0x06B9       [2]    FLOC__main
0x06BB       [2]    FARG_EEPROM_Write_address
0x06BB       [2]    FARG_OK_Response_AT_atc
0x06BB       [2]    FARG_EEPROM_Read_address
0x06BD       [1]    FARG_EEPROM_Write_data_
0x06BE       [1]    FARG_Lcd_Out_row
0x06BE       [2]    FARG_send_atc_s
0x06BF       [1]    FARG_Lcd_Out_column
0x06C0       [2]    FARG_Lcd_Out_text
0x06C2       [1]    Lcd_Out_i_L0
0x06C3       [1]    FARG_UART1_Write_data_
0x06C3       [1]    FARG_Lcd_Chr_CP_out_char
0x06C4       [1]    FARG_Lcd_Cmd_out_char
0x06C5       [2]    FLOC__interrupt
0x0F3A       [1]    ANSELC
0x0F3B       [1]    ANSELD
0x0F70       [1]    BAUDCON2
0x0F71       [1]    RCSTA2
0x0F71       [1]    RC2STA
0x0F72       [1]    TXSTA2
0x0F74       [1]    RCREG2
0x0F75       [1]    SPBRG2
0x0F76       [1]    SPBRGH2
0x0F81       [1]    PORTB
0x0F83       [1]    PORTD
0x0F8A       [0]    LATB1_bit
0x0F8A       [0]    LATB0_bit
0x0F8A       [0]    LCD_D5
0x0F8A       [0]    LATB2_bit
0x0F8A       [0]    LCD_RS
0x0F8A       [0]    LATB3_bit
0x0F8A       [0]    LCD_D4
0x0F8A       [0]    LCD_EN
0x0F8A       [0]    LCD_D7
0x0F8A       [0]    LATB5_bit
0x0F8A       [0]    LATB4_bit
0x0F8A       [0]    LCD_D6
0x0F93       [0]    LCD_D7_Direction
0x0F93       [0]    LCD_D6_Direction
0x0F93       [0]    TRISB1_bit
0x0F93       [0]    TRISB0_bit
0x0F93       [0]    LCD_EN_Direction
0x0F93       [1]    TRISB
0x0F93       [0]    TRISB3_bit
0x0F93       [0]    LCD_RS_Direction
0x0F93       [0]    TRISB5_bit
0x0F93       [0]    LCD_D4_Direction
0x0F93       [0]    LCD_D5_Direction
0x0F93       [0]    TRISB2_bit
0x0F93       [0]    TRISB4_bit
0x0F94       [0]    TRISC7_bit
0x0F94       [0]    TRISC6_bit
0x0F95       [0]    TRISD7_bit
0x0F95       [0]    TRISD6_bit
0x0F9D       [1]    PIE1
0x0F9E       [1]    PIR1
0x0FA3       [1]    PIE3
0x0FA4       [1]    PIR3
0x0FA4       [0]    RC2IF_bit
0x0FA6       [1]    EECON1
0x0FA7       [1]    EECON2
0x0FA8       [1]    EEDATA
0x0FA9       [1]    EEADR
0x0FAA       [1]    EEADRH
0x0FAB       [1]    RCSTA
0x0FAB       [1]    RC1STA
0x0FAB       [0]    CREN_RC1STA_bit
0x0FAC       [1]    TXSTA
0x0FAD       [1]    TXREG
0x0FAE       [1]    RCREG
0x0FAF       [1]    SPBRG
0x0FB0       [1]    SPBRGH
0x0FB8       [1]    BAUDCON
0x0FD8       [1]    STATUS
0x0FD9       [1]    FSR2L
0x0FDA       [1]    FSR2H
0x0FDE       [1]    POSTINC2
0x0FE0       [1]    BSR
0x0FE1       [1]    FSR1L
0x0FE2       [1]    FSR1H
0x0FE4       [1]    PREINC1
0x0FE6       [1]    POSTINC1
0x0FE7       [1]    INDF1
0x0FE8       [1]    WREG
0x0FE9       [1]    FSR0L
0x0FEA       [1]    FSR0H
0x0FEE       [1]    POSTINC0
0x0FF2       [1]    INTCON
0x0FF3       [1]    PRODL
0x0FF4       [1]    PRODH
0x0FF5       [1]    TABLAT
0x0FF6       [1]    TBLPTRL
0x0FF7       [1]    TBLPTRH
0x0FF8       [1]    TBLPTRU
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x0006       [1]    ?ICS_flag_for_NO_CARRIER_check
0x0007       [1]    ?ICS_FlagforGPSData
0x0EBE       [2]    ?ICS_indGPS
0x0EC0       [1]    ?ICS_CNTforConcatanate
0x0EC1      [13]    ?ICS_atc4
0x0ECE       [5]    ?ICS_atc2
0x0ED3       [3]    ?ICS_atc1
0x0ED6       [1]    ?ICS_flag_NO_CRRIER
0x0ED7       [2]    ?ICS_tr6
0x0ED9       [4]    ?ICS_atc11
0x0EDD       [8]    ?ICS_atc18
0x0EE5      [10]    ?ICS_atc9
0x0EEF      [11]    ?ICS_atc23
0x0EFA       [6]    ?ICS_atc21
0x0F00      [10]    ?ICS_atc22
0x0F0A       [7]    ?ICS?lstr1_Button
0x0F11       [1]    ?ICS_f6
0x0F12       [1]    ?ICS_f5
0x0F13       [1]    ?ICS_f3
0x0F14       [1]    ?ICS_f4
0x0F15       [2]    ?ICS_tr2
0x0F17       [2]    ?ICS_tr4
0x0F19      [21]    ?ICS_atc10
0x0F2E       [2]    ?ICS_tr3
0x0F30       [1]    ?ICS_f2
0x0F31       [2]    ?ICS_ind
0x0F33      [11]    ?ICS?lstr4_Button
0x0F3E       [4]    ?ICS?lstr3_Button
0x0F42       [1]    ?ICS_error_counter
0x0F43      [12]    ?ICS?lstr2_Button
0x0F4F       [1]    ?ICS_Flag_For_EEPROM_CONFIG
0x0F50       [2]    ?ICS_tr1
0x0F52       [1]    ?ICS_f1
0x0F53       [2]    ?ICS_eeprom_ind
0x0F55      [26]    ?ICS_atc19
0x0F6F       [2]    ?ICS_tr
0x0F71       [2]    ?ICS_tr5
//** Label List: ** 
//----------------------------------------------
  L_interrupt0
  L_interrupt1
  L_interrupt2
  L_interrupt3
  L_interrupt4
  L_interrupt5
  L_interrupt6
  L_interrupt7
  L_interrupt8
  L_interrupt9
  L_interrupt10
  L_interrupt11
  L_interrupt12
  L_send_atc13
  L_send_atc14
  L_send_atc15
  L_OK_Response_AT16
  L_OK_Response_AT17
  L_OK_Response_AT18
  L_OK_Response_AT19
  L_OK_Response_AT20
  L_OK_Response_AT21
  L_OK_Response_AT22
  L_OK_Response_AT23
  L_OK_Response_AT24
  L_OK_Response_AT25
  L_OK_Response_AT26
  L_OK_Response_AT27
  L_OK_Response_AT28
  L_OK_Response_AT29
  L_OK_Response_AT30
  L_OK_Response_AT31
  L_OK_Response_AT32
  L_OK_Response_AT33
  L_OK_Response_AT34
  L_interrupt_init35
  L_LCD_init_36
  L_LCD_init_37
  L_UART_init38
  L_UART_init39
  L_main40
  L_main41
  L_main42
  L_main43
  L_main44
  L_main45
  L_main46
  L_main47
  L_main48
  L_main49
  L_main50
  L_main51
  L_main52
  L_main53
  L_main54
  L_main55
  L_main56
  L_main57
  L_main58
  L_main59
  L_main60
  L_main61
  L_main62
  L_main63
  L_main64
  L_main65
  L_main66
  L_main67
  L_main68
  L_main69
  L_main70
  L_main71
  L_main72
  L_main73
  L_main74
  L_main75
  L_main76
  L_main77
  L_main78
  L_main79
  L_main80
  L_main81
  L_main82
  L_main83
  L_main84
  L_main85
  L_main86
  L_main87
  L_main88
  L_main89
  L_main90
  L_main91
  L_main92
  L_main93
  L_main94
  L_main95
  L_main96
  L_main97
  L_main98
  L_main99
  L_main100
  L_main101
  L_main102
  L_main103
  L_main104
  L_main105
  L_main106
  L_main107
  L_main108
  L_main109
  L_main110
  L_main111
  L_main112
  L_main113
  L__interrupt114
  L__interrupt115
  L__interrupt116
  L__OK_Response_AT117
  L__OK_Response_AT118
  L__OK_Response_AT119
  L__OK_Response_AT120
  L__main121
  L__main122
  L__main123
  L__main124
  L__main125
  L__main126
  L__main127
  L__main128
  L__main129
  L_end_interrupt
  _interrupt
  L__interrupt131
  L_end_send_atc
  _send_atc
  L_end_OK_Response_AT
  _OK_Response_AT
  L_end_port_init
  _port_init
  L_end_interrupt_init
  _interrupt_init
  L_end_LCD_init_
  _LCD_init_
  L_end_UART_init
  _UART_init
  L_end_main
  _main
  L_Delay_10us0
  L_Delay_22us1
  L_Delay_50us2
  L_Delay_80us3
  L_Delay_500us4
  L_Delay_5500us5
  L_Delay_1ms6
  L_Delay_5ms7
  L_Delay_8ms8
  L_Delay_100ms9
  L_Delay_10ms10
  L_Delay_1sec11
  L____Boot_Delay4k12
  L____Boot_Delay8k13
  L____Boot_Delay12k14
  L____Boot_Delay16k15
  L____Boot_Delay24k16
  L____Boot_Delay32k17
  L____Boot_Delay48k18
  L____Boot_Delay64k19
  L____Boot_Delay128k20
  L_Delay_Cyc21
  L_Delay_Cyc22
  L_VDelay_ms23
  L_VDelay_ms24
  L_VDelay_ms25
  L_VDelay_Advanced_ms26
  L_VDelay_Advanced_ms27
  L_VDelay_Advanced_ms28
  L_end_Get_Fosc_kHz
  _Get_Fosc_kHz
  L_end_Delay_1us
  _Delay_1us
  L_end_Delay_10us
  _Delay_10us
  L_end_Delay_22us
  _Delay_22us
  L_end_Delay_50us
  _Delay_50us
  L_end_Delay_80us
  _Delay_80us
  L_end_Delay_500us
  _Delay_500us
  L_end_Delay_5500us
  _Delay_5500us
  L_end_Delay_1ms
  _Delay_1ms
  L_end_Delay_5ms
  _Delay_5ms
  L_end_Delay_8ms
  _Delay_8ms
  L_end_Delay_100ms
  _Delay_100ms
  L_end_Delay_10ms
  _Delay_10ms
  L_end_Delay_1sec
  _Delay_1sec
  L_end____Boot_Delay4k
  ____Boot_Delay4k
  L_end____Boot_Delay8k
  ____Boot_Delay8k
  L_end____Boot_Delay12k
  ____Boot_Delay12k
  L_end____Boot_Delay16k
  ____Boot_Delay16k
  L_end____Boot_Delay24k
  ____Boot_Delay24k
  L_end____Boot_Delay32k
  ____Boot_Delay32k
  L_end____Boot_Delay48k
  ____Boot_Delay48k
  L_end____Boot_Delay64k
  ____Boot_Delay64k
  L_end____Boot_Delay128k
  ____Boot_Delay128k
  L_end_Delay_Cyc
  _Delay_Cyc
  L_end_VDelay_ms
  _VDelay_ms
  L__VDelay_ms54
  L__VDelay_ms55
  L__VDelay_ms56
  L_end_VDelay_Advanced_ms
  _VDelay_Advanced_ms
  L__VDelay_Advanced_ms58
  L__VDelay_Advanced_ms59
  L__VDelay_Advanced_ms60
  L_EEPROM_Write0
  L_EEPROM_Write1
  L_end_EEPROM_Read
  _EEPROM_Read
  L_end_EEPROM_Write
  _EEPROM_Write
  L__EEPROM_Write4
  L__EEPROM_Write5
  L_Lcd_Cmd0
  L_Lcd_Cmd1
  L_Lcd_Out_CP2
  L_Lcd_Out_CP3
  L_Lcd_Chr4
  L_Lcd_Chr5
  L_Lcd_Chr6
  L_Lcd_Chr7
  L_Lcd_Chr8
  L_Lcd_Chr9
  L_Lcd_Chr10
  L_Lcd_Out11
  L_Lcd_Out12
  L_Lcd_Out13
  L_Lcd_Out14
  L_Lcd_Out15
  L_Lcd_Out16
  L_Lcd_Out17
  L_Lcd_Out18
  L_Lcd_Out19
  L_end_Lcd_Cmd
  _Lcd_Cmd
  L__Lcd_Cmd21
  L__Lcd_Cmd22
  L__Lcd_Cmd23
  L__Lcd_Cmd24
  L__Lcd_Cmd25
  L__Lcd_Cmd26
  L__Lcd_Cmd27
  L__Lcd_Cmd28
  L__Lcd_Cmd29
  L__Lcd_Cmd30
  L__Lcd_Cmd31
  L__Lcd_Cmd32
  L__Lcd_Cmd33
  L__Lcd_Cmd34
  L__Lcd_Cmd35
  L__Lcd_Cmd36
  L__Lcd_Cmd37
  L__Lcd_Cmd38
  L__Lcd_Cmd39
  L__Lcd_Cmd40
  L_end_Lcd_Chr_CP
  _Lcd_Chr_CP
  L_end_Lcd_Out_CP
  _Lcd_Out_CP
  L_end_Lcd_Chr
  _Lcd_Chr
  L_end_Lcd_Init
  _Lcd_Init
  L_end_Lcd_Out
  _Lcd_Out
  _CC2D_Loop1
  _CC2DL_Loop1
  L_loopCA2AWs
  L_loopCCA2AWs
  L_loopCS2Ss
  L_CS2Send
  L_loopCCS2Ss
  L_CCS2Send
  L_loopFZinSWs
  L_longjmp7
  L_end___CC2D
  ___CC2D
  L_end___CC2DW
  ___CC2DW
  L_end___CA2AW
  ___CA2AW
  L_end___CCA2AW
  ___CCA2AW
  L_end___CS2S
  ___CS2S
  L_end___CCS2S
  ___CCS2S
  L_end___FZinS
  ___FZinS
  L_end_____DoIFC
  _____DoIFC
  L_end_Swap
  _Swap
  L_end_setjmp
  _setjmp
  L_end_longjmp
  _longjmp
  L_UART1_Init0
  L_UART1_Init1
  L_UART1_Read2
  L_UART1_Write3
  L_UART1_Write4
  L_UART1_Write_Text5
  L_UART1_Write_Text6
  L_UART1_Read_Text7
  L_UART1_Read_Text8
  L_UART1_Read_Text9
  L_UART1_Read_Text10
  L_UART1_Read_Text11
  L_UART1_Read_Text12
  L_UART1_Read_Text13
  L_UART1_Read_Text14
  L_UART1_Read_Text15
  L_UART2_Init16
  L_UART2_Init17
  L_UART2_Read18
  L_UART2_Write19
  L_UART2_Write20
  L_UART2_Write_Text21
  L_UART2_Write_Text22
  L_UART2_Read_Text23
  L_UART2_Read_Text24
  L_UART2_Read_Text25
  L_UART2_Read_Text26
  L_UART2_Read_Text27
  L_UART2_Read_Text28
  L_UART2_Read_Text29
  L_UART2_Read_Text30
  L_UART2_Read_Text31
  L_UART_Write_Text32
  L_UART_Write_Text33
  L_UART_Read_Text34
  L_UART_Read_Text35
  L_UART_Read_Text36
  L_UART_Read_Text37
  L_UART_Read_Text38
  L_UART_Read_Text39
  L_UART_Read_Text40
  L_UART_Read_Text41
  L_UART_Read_Text42
  L_end_UART1_Init
  _UART1_Init
  L_end_UART1_Data_Ready
  _UART1_Data_Ready
  L_end_UART1_Read
  _UART1_Read
  L_end_UART1_Tx_Idle
  _UART1_Tx_Idle
  L_end_UART1_Write
  _UART1_Write
  L_end_UART1_Write_Text
  _UART1_Write_Text
  L_end_UART1_Read_Text
  _UART1_Read_Text
  L_end_UART2_Init
  _UART2_Init
  L_end_UART2_Data_Ready
  _UART2_Data_Ready
  L_end_UART2_Read
  _UART2_Read
  L_end_UART2_Tx_Idle
  _UART2_Tx_Idle
  L_end_UART2_Write
  _UART2_Write
  L_end_UART2_Write_Text
  _UART2_Write_Text
  L_end_UART2_Read_Text
  _UART2_Read_Text
  L_end_UART_Set_Active
  _UART_Set_Active
  L_end_UART_Write
  _UART_Write
  L_end_UART_Write_Text
  _UART_Write_Text
  L_end_UART_Read
  _UART_Read
  L_end_UART_Data_Ready
  _UART_Data_Ready
  L_end_UART_Read_Text
  _UART_Read_Text
  L_end_UART_Tx_Idle
  _UART_Tx_Idle
  L_interrupt0
  L_interrupt1
  L_interrupt2
  L_interrupt3
  L_interrupt4
  L_interrupt5
  L_interrupt6
  L_interrupt7
  L_interrupt8
  L_interrupt9
  L_interrupt10
  L_interrupt11
  L_interrupt12
  L_send_atc13
  L_send_atc14
  L_send_atc15
  L_OK_Response_AT16
  L_OK_Response_AT17
  L_OK_Response_AT18
  L_OK_Response_AT19
  L_OK_Response_AT20
  L_OK_Response_AT21
  L_OK_Response_AT22
  L_OK_Response_AT23
  L_OK_Response_AT24
  L_OK_Response_AT25
  L_OK_Response_AT26
  L_OK_Response_AT27
  L_OK_Response_AT28
  L_OK_Response_AT29
  L_OK_Response_AT30
  L_OK_Response_AT31
  L_OK_Response_AT32
  L_OK_Response_AT33
  L_OK_Response_AT34
  L_interrupt_init35
  L_LCD_init_36
  L_LCD_init_37
  L_UART_init38
  L_UART_init39
  L_main40
  L_main41
  L_main42
  L_main43
  L_main44
  L_main45
  L_main46
  L_main47
  L_main48
  L_main49
  L_main50
  L_main51
  L_main52
  L_main53
  L_main54
  L_main55
  L_main56
  L_main57
  L_main58
  L_main59
  L_main60
  L_main61
  L_main62
  L_main63
  L_main64
  L_main65
  L_main66
  L_main67
  L_main68
  L_main69
  L_main70
  L_main71
  L_main72
  L_main73
  L_main74
  L_main75
  L_main76
  L_main77
  L_main78
  L_main79
  L_main80
  L_main81
  L_main82
  L_main83
  L_main84
  L_main85
  L_main86
  L_main87
  L_main88
  L_main89
  L_main90
  L_main91
  L_main92
  L_main93
  L_main94
  L_main95
  L_main96
  L_main97
  L_main98
  L_main99
  L_main100
  L_main101
  L_main102
  L_main103
  L_main104
  L_main105
  L_main106
  L_main107
  L_main108
  L_main109
  L_main110
  L_main111
  L_main112
  L_main113
  L__interrupt114
  L__interrupt115
  L__interrupt116
  L__OK_Response_AT117
  L__OK_Response_AT118
  L__OK_Response_AT119
  L__OK_Response_AT120
  L__main121
  L__main122
  L__main123
  L__main124
  L__main125
  L__main126
  L__main127
  L__main128
  L__main129
  L_end_interrupt
  _interrupt
  L__interrupt131
  L_end_send_atc
  _send_atc
  L_end_OK_Response_AT
  _OK_Response_AT
  L_end_port_init
  _port_init
  L_end_interrupt_init
  _interrupt_init
  L_end_LCD_init_
  _LCD_init_
  L_end_UART_init
  _UART_init
  L_end_main
  _main
  L_UART1_Init0
  L_UART1_Init1
  L_UART1_Read2
  L_UART1_Write3
  L_UART1_Write4
  L_UART1_Write_Text5
  L_UART1_Write_Text6
  L_UART1_Read_Text7
  L_UART1_Read_Text8
  L_UART1_Read_Text9
  L_UART1_Read_Text10
  L_UART1_Read_Text11
  L_UART1_Read_Text12
  L_UART1_Read_Text13
  L_UART1_Read_Text14
  L_UART1_Read_Text15
  L_UART2_Init16
  L_UART2_Init17
  L_UART2_Read18
  L_UART2_Write19
  L_UART2_Write20
  L_UART2_Write_Text21
  L_UART2_Write_Text22
  L_UART2_Read_Text23
  L_UART2_Read_Text24
  L_UART2_Read_Text25
  L_UART2_Read_Text26
  L_UART2_Read_Text27
  L_UART2_Read_Text28
  L_UART2_Read_Text29
  L_UART2_Read_Text30
  L_UART2_Read_Text31
  L_UART_Write_Text32
  L_UART_Write_Text33
  L_UART_Read_Text34
  L_UART_Read_Text35
  L_UART_Read_Text36
  L_UART_Read_Text37
  L_UART_Read_Text38
  L_UART_Read_Text39
  L_UART_Read_Text40
  L_UART_Read_Text41
  L_UART_Read_Text42
  L_end_UART1_Init
  _UART1_Init
  L_end_UART1_Data_Ready
  _UART1_Data_Ready
  L_end_UART1_Read
  _UART1_Read
  L_end_UART1_Tx_Idle
  _UART1_Tx_Idle
  L_end_UART1_Write
  _UART1_Write
  L_end_UART1_Write_Text
  _UART1_Write_Text
  L_end_UART1_Read_Text
  _UART1_Read_Text
  L_end_UART2_Init
  _UART2_Init
  L_end_UART2_Data_Ready
  _UART2_Data_Ready
  L_end_UART2_Read
  _UART2_Read
  L_end_UART2_Tx_Idle
  _UART2_Tx_Idle
  L_end_UART2_Write
  _UART2_Write
  L_end_UART2_Write_Text
  _UART2_Write_Text
  L_end_UART2_Read_Text
  _UART2_Read_Text
  L_end_UART_Set_Active
  _UART_Set_Active
  L_end_UART_Write
  _UART_Write
  L_end_UART_Write_Text
  _UART_Write_Text
  L_end_UART_Read
  _UART_Read
  L_end_UART_Data_Ready
  _UART_Data_Ready
  L_end_UART_Read_Text
  _UART_Read_Text
  L_end_UART_Tx_Idle
  _UART_Tx_Idle
